1,x1,x1^2,x1^3,x1^4,x1^5,x1^6,x1^7,x1^8,x1^9,x1^10,y
1.0,0.14,0.019600000000000003,0.0027440000000000008,0.00038416000000000014,5.378240000000002e-05,7.529536000000004e-06,1.0541350400000007e-06,1.475789056000001e-07,2.0661046784000018e-08,2.8925465497600027e-09,4.4744285075
1.0,0.14285714285714285,0.02040816326530612,0.0029154518950437313,0.00041649312786339016,5.949901826619859e-05,8.499859752314083e-06,1.214265678902012e-06,1.7346652555743026e-07,2.4780932222490035e-08,3.5401331746414334e-09,4.202787286071429
1.0,0.15714285714285714,0.024693877551020406,0.0038804664723032065,0.0006097875885047896,9.58237639078955e-05,1.5058020042669292e-05,2.36626029241946e-06,3.718409030944866e-07,5.843214191484789e-08,9.182193729476098e-09,4.417964688928571
1.0,0.16,0.0256,0.004096000000000001,0.0006553600000000001,0.00010485760000000002,1.6777216000000003e-05,2.6843545600000004e-06,4.294967296000001e-07,6.871947673600002e-08,1.0995116277760003e-08,3.5470024
1.0,0.16142857142857142,0.026059183673469384,0.004206696793002914,0.0006790810537276133,0.00010962308438745757,1.7696297908261005e-05,2.8566880909049906e-06,4.611510775318056e-07,7.444295965870576e-08,1.2017220630619642e-08,3.843830084285714
1.0,0.16428571428571428,0.026989795918367348,0.004434037900874635,0.0007284490837151186,0.00011967377803891235,1.9660692106392743e-05,3.2299708460502366e-06,5.30638067565396e-07,8.717625395717221e-08,1.4321813150106863e-08,3.5151223328571426
1.0,0.16857142857142857,0.028416326530612244,0.004790180758017492,0.0008074876134943772,0.00013611934056048072,2.2945831694481037e-05,3.868011628498232e-06,6.520362459468448e-07,1.0991468145961098e-07,1.8528474874620136e-08,4.564063998214285
1.0,0.18142857142857144,0.03291632653061225,0.005971962099125366,0.0010834845522698878,0.00019657505448325108,3.566433131338984e-05,6.470528681143585e-06,1.1739387750074791e-06,2.1298603489421408e-07,3.8641752045093126e-08,4.132549829285715
1.0,0.19142857142857142,0.03664489795918367,0.007014880466472303,0.0013428485464389837,0.0002570595788897483,4.920854795889467e-05,9.41992203784555e-06,1.803242218673291e-06,3.451920818603157e-07,6.607962709897472e-08,3.588135689285714
1.0,0.1957142857142857,0.03830408163265306,0.0074966559766763835,0.0014672026697209492,0.0002871525225025286,5.619985083263774e-05,1.09991136629591e-05,2.152683674036281e-06,4.21310947632815e-07,8.245657117956522e-08,3.5709169246428574
1.0,0.19857142857142857,0.03943061224489796,0.007829793002915452,0.001554773182007497,0.0003087335318557744,6.130565846850377e-05,1.2173552181602892e-05,2.417319647489717e-06,4.800106157158153e-07,9.531639369214047e-08,4.2506998057142855
1.0,0.20142857142857143,0.0405734693877551,0.008172655976676385,0.0016462064181591003,0.0003315930070863331,6.679230571310424e-05,1.3453878722210997e-05,2.709995571188215e-06,5.458705364821976e-07,1.0995392234855696e-07,3.2181358317857143
1.0,0.20285714285714285,0.041151020408163264,0.008347778425655976,0.0016934064806330693,0.000343519600356994,6.968540464384735e-05,1.4136182084894749e-05,2.8676255086500775e-06,5.817183174690157e-07,1.1800571582942889e-07,3.8000359885714285
1.0,0.2257142857142857,0.050946938775510195,0.01149945189504373,0.0025955905705955843,0.0005858618716487175,0.0001322373938864248,2.9847868905793027e-05,6.7370904101647115e-06,1.520657549722892e-06,3.4323413265173843e-07,2.927407812142857
1.0,0.22714285714285715,0.05159387755102041,0.011719180758017493,0.0026619282007496877,0.0006046379770274291,0.00013733919763908746,3.119561774944987e-05,7.08586174594647e-06,1.6095028822935554e-06,3.655870832638219e-07,2.973030646428571
1.0,0.23142857142857143,0.05355918367346939,0.012395125364431487,0.0028685861557684296,0.0006638727960492652,0.0001536391327999728,3.555648501942228e-05,8.228786533066299e-06,1.9043763119382007e-06,4.407270893342693e-07,2.6580774067857145
1.0,0.24571428571428572,0.060375510204081634,0.014835125364431488,0.0036452022324031655,0.0008956782628190635,0.00022008094457839846,5.4077032096406476e-05,1.328749931511702e-05,3.2649284031430394e-06,8.022395504865755e-07,3.0316129021428573
1.0,0.25142857142857145,0.06321632653061225,0.01589439067055394,0.003996303940024991,0.0010047849906348548,0.0002526316547881921,6.351881606103117e-05,1.5970445181059264e-05,4.015426216952044e-06,1.0095928774050854e-06,2.9179114067857146
1.0,0.2542857142857143,0.06466122448979592,0.016442425655976676,0.004181073952519783,0.0010631873764978877,0.00027035336145232004,6.874699762644709e-05,1.7481379396439403e-05,4.445265046523162e-06,1.1303673975444614e-06,2.452200315357143
1.0,0.26857142857142857,0.07213061224489796,0.019372221574344022,0.005202825222823823,0.0013973302027012553,0.00037528296872548,0.00010079028302912892,2.7069390299251768e-05,7.270064823227617e-06,1.9525316953811316e-06,2.359508738214285
1.0,0.29,0.0841,0.024388999999999997,0.007072809999999999,0.0020511148999999996,0.0005948233209999999,0.00017249876308999995,5.0024641296099985e-05,1.4507145975868995e-05,4.2070723330020086e-06,2.2199968199999995
1.0,0.30857142857142855,0.09521632653061224,0.02938103790087463,0.009066148837984171,0.0027975544985779726,0.0008632453881326315,0.0002663728626237834,8.219505475248173e-05,2.5363045466480076e-05,7.826311172513852e-06,1.520009015714286
1.0,0.32142857142857145,0.10331632653061226,0.03320881924198252,0.010674263327780096,0.0034310132125007454,0.0011028256754466682,0.00035447968139357193,0.00011393989759079098,3.662353851132567e-05,1.177185166435468e-05,1.3674639792857146
1.0,0.32285714285714284,0.10423673469387754,0.033653574344023315,0.010865296859641813,0.0035079387003986422,0.0011325630661287044,0.0003656560756358388,0.00011805467584814224,3.811479534525735e-05,1.2305633925754514e-05,1.7327229135714286
1.0,0.3242857142857143,0.10516122448979592,0.03410228279883382,0.011058883136193255,0.00358623781702267,0.0011629656920916372,0.00037713316014971666,0.00012229889621997954,3.9659784917050506e-05,1.2861101680243521e-05,1.226227727857143
1.0,0.32571428571428573,0.10608979591836736,0.03455496209912537,0.011255044798000836,0.0036659288770631297,0.001194045405671991,0.00038891764641887705,0.00012667603340500567,4.126019373763042e-05,1.3439034531685336e-05,1.236963982142857
1.0,0.33,0.10890000000000001,0.035937000000000004,0.011859210000000002,0.003913539300000001,0.0012914679690000004,0.00042618442977000016,0.00014064086182410005,4.641148440195302e-05,1.5315789852644496e-05,1.2509708224999998
1.0,0.33714285714285713,0.11366530612244898,0.03832144606413994,0.012919801815910036,0.004355818897935383,0.0014685332284467864,0.0004951054884477737,0.00016692127896239227,5.627631690732082e-05,1.897315827161102e-05,1.5016618964285715
1.0,0.3385714285714286,0.11463061224489797,0.0388106501457726,0.01314017726364015,0.004448888587832451,0.0015062665647375584,0.0005099788226325734,0.00017266425851988556,5.845918467030411e-05,1.979260966694582e-05,0.9712208857142852
1.0,0.3457142857142857,0.11951836734693877,0.041319206997084544,0.014284640133277798,0.004938404160361753,0.0017072768668679203,0.0005902300025457667,0.00020405094373725078,7.054332626344956e-05,2.4387835651078275e-05,1.3852483171428573
1.0,0.35,0.12249999999999998,0.04287499999999999,0.015006249999999995,0.005252187499999998,0.0018382656249999992,0.0006433929687499997,0.0002251875390624999,7.881563867187496e-05,2.7585473535156234e-05,1.45587769
1.0,0.3514285714285714,0.12350204081632653,0.04340214577259475,0.015252754085797583,0.005360253578723151,0.0018837462576655644,0.0006620022562653269,0.00023264650720181487,8.175862967378066e-05,2.8732318428214344e-05,0.6776328292857143
1.0,0.35428571428571426,0.12551836734693875,0.044469364431486864,0.015754860541441058,0.00558172202039626,0.001977524372940389,0.000700608634984595,0.0002482156306802565,8.793925201243372e-05,3.115562071297652e-05,0.9431191428571428
1.0,0.3585714285714286,0.12857346938775513,0.0461027725947522,0.016531137030404004,0.005927593420902008,0.0021254656409234345,0.000762131251245403,0.00027327849151799455,9.798985910145234e-05,3.5136363763520774e-05,1.1899420657142858
1.0,0.36857142857142855,0.13584489795918367,0.05006854810495626,0.018453836301541023,0.006801556808282263,0.0025068595093383195,0.0009239567905846949,0.00034054407424407326,0.0001255148159356727,4.626117501629079e-05,1.2884714582142855
1.0,0.3871428571428571,0.1498795918367347,0.058024813411078714,0.022463892049146186,0.008696735350455165,0.0033668789713904995,0.0013034631446383219,0.0005046264459956932,0.00019536252409261835,7.563320575585652e-05,1.5140307664285715
1.0,0.3942857142857143,0.15546122448979593,0.06129613994169097,0.024168192319866725,0.009529172971833167,0.0037572167717513628,0.0014814168985762515,0.0005841015200100649,0.0002303028850325399,9.080513752711574e-05,1.378630115357143
1.0,0.3985714285714286,0.15885918367346938,0.06331673177842566,0.025236240237401085,0.010058444323192719,0.004009008523101098,0.0015978762542074375,0.0006368678213198216,0.0002538373173546146,0.00010117230220276783,1.2281790082142856
1.0,0.40714285714285714,0.16576530612244897,0.06749016034985422,0.027478136713869217,0.011187527090646753,0.004554921744049035,0.0018545038529342499,0.0007550479972660874,0.00030741239888690703,0.000125160762403955,2.0101215889285715
1.0,0.4085714285714286,0.16693061224489797,0.06820307871720117,0.02786582930445648,0.011385181687249361,0.004651659946504739,0.0019005353495719364,0.0007765044428251055,0.00031725752949711455,0.00012962236205167824,1.9575594782142853
1.0,0.42,0.17639999999999997,0.07408799999999999,0.031116959999999992,0.013069123199999996,0.005489031743999998,0.002305393332479999,0.0009682651996415995,0.0004066713838494718,0.00017080198121677815,1.6297689550000003
1.0,0.42857142857142855,0.18367346938775508,0.07871720116618075,0.033735943356934604,0.014458261438686257,0.0061963977594369675,0.0026555990397587,0.0011381138741823,0.00048776308893527136,0.000209041323829402,2.1031281907142856
1.0,0.43,0.18489999999999998,0.079507,0.03418801,0.014700844299999998,0.006321363048999999,0.0027181861110699996,0.0011688200277600999,0.0005025926119368429,0.00021611482313284246,1.9447743899999999
1.0,0.43142857142857144,0.18613061224489796,0.08030206413994169,0.03464460481466056,0.014946672362896412,0.00644842150513531,0.002782033277929805,0.0012002486427640016,0.000517821557306755,0.00022340301472377147,2.2333813142857144
1.0,0.4328571428571429,0.187365306122449,0.08110241107871721,0.035105757938359024,0.01519577807903255,0.006577601082781233,0.002847161611546734,0.0012324142404266578,0.0005334593069275391,0.00023091167142720622,2.736248786071428
1.0,0.4471428571428571,0.19993673469387754,0.08940028279883382,0.039974697880049974,0.01787440062350806,0.00799241056451146,0.0035737492952744097,0.0015979764706012718,0.0007145237647117115,0.00031949419764966527,2.9405370089285716
1.0,0.45,0.2025,0.09112500000000001,0.04100625000000001,0.018452812500000006,0.008303765625000003,0.003736694531250001,0.0016815125390625006,0.0007566806425781253,0.0003405062891601564,2.5409102199999998
1.0,0.46,0.2116,0.097336,0.044774560000000005,0.020596297600000004,0.009474296896000002,0.004358176572160001,0.0020047612231936006,0.0009221901626690563,0.00042420747482776593,3.075502125
1.0,0.4614285714285714,0.21291632653061224,0.09824567638483964,0.04533336210329029,0.020918108513375375,0.009652212928314637,0.004453806822636611,0.002055113719588036,0.0009482881877527652,0.00043756726377734733,3.174412209285714
1.0,0.47,0.22089999999999999,0.10382299999999998,0.04879680999999999,0.022934500699999992,0.010779215328999996,0.005066231204629998,0.002381128666176099,0.0011191304731027665,0.0005259913223583002,3.3868586374999996
1.0,0.4757142857142857,0.22630408163265306,0.10765608454810495,0.051213537363598495,0.02436301134582614,0.01158983254022872,0.005513448908423091,0.0026228264092926987,0.001247715991849241,0.0005935563218368531,3.6789016021428567
1.0,0.4785714285714286,0.22903061224489799,0.10960750728862975,0.052455021345272815,0.025103474500951992,0.012013805654027026,0.0057494641344272195,0.0027515292643330268,0.0013168032907879485,0.0006301844320199468,3.8175404807142863
1.0,0.48,0.2304,0.110592,0.05308416,0.0254803968,0.012230590464,0.005870683422719999,0.0028179280429055996,0.0013526054605946878,0.0006492506210854501,3.5463590074999995
1.0,0.4957142857142857,0.2457326530612245,0.12181318658892129,0.060384536780508126,0.0299334775183376,0.014838452426947353,0.007355632845929616,0.0036462922821965385,0.0018075191741745698,0.0008960130763408224,4.194209877142858
1.0,0.49714285714285716,0.24715102040816328,0.1228693644314869,0.061083626888796344,0.03036728879614447,0.015096880715797536,0.007505306412996489,0.0037312094738896832,0.001854944138448014,0.0009221722288284413,5.023007551428572
1.0,0.5128571428571429,0.26302244897959187,0.13489294169096214,0.06918080866722201,0.035479871873618146,0.018196105718041308,0.009332002789681186,0.00478598428785078,0.0024545262276263287,0.00125882130816836,5.205535601071429
1.0,0.5171428571428571,0.2674367346938775,0.13830299708454807,0.07152240706372343,0.0369873019386684,0.019127719002568516,0.009891763255614004,0.0051154547121889556,0.0026454208654462883,0.0013680605047022233,6.3869669389285715
1.0,0.5271428571428571,0.27787959183673466,0.14648224198250728,0.07721706755935026,0.04070442561342892,0.021457047216221818,0.011310929175408359,0.005962475522465263,0.0031430763825566884,0.0016568502645191686,5.866821061428571
1.0,0.5457142857142857,0.29780408163265304,0.1625159416909621,0.08868727103706789,0.04839791076594276,0.026411431303700193,0.014413095368590676,0.00786543204400234,0.004292278629726991,0.002342357766508158,6.869560789642858
1.0,0.5485714285714286,0.300930612244898,0.16508193586005832,0.09055923338608914,0.04967820802894033,0.027252045547304413,0.014949693557378421,0.008200974751476162,0.004498820435095495,0.0024679243529666718,6.618682850714286
1.0,0.55,0.30250000000000005,0.16637500000000005,0.09150625000000004,0.050328437500000024,0.027680640625000016,0.015224352343750011,0.008373393789062506,0.004605366583984379,0.0025329516211914085,6.46950251
1.0,0.5528571428571428,0.3056510204081632,0.16898134985422736,0.0934225462765514,0.05164932201289341,0.028554696598556785,0.01578666797663068,0.00872777215279439,0.004825211175902041,0.0026676524643915564,6.315812666071428
1.0,0.5585714285714286,0.3120020408163266,0.17427542565597673,0.09734527347355272,0.054374288468798736,0.030371923987571867,0.016964888970200858,0.009476102267640766,0.0052930799809250565,0.002956563246488139,7.020121243214286
1.0,0.56,0.31360000000000005,0.17561600000000005,0.09834496000000004,0.05507317760000002,0.030840979456000017,0.01727094849536001,0.009671731157401607,0.005416169448144901,0.0030330548909611446,6.8746029774999995
1.0,0.5642857142857143,0.3184183673469388,0.17967893586005831,0.10139025666389005,0.0572130734031951,0.03228451999180295,0.01821769342394595,0.0102799841463695,0.0058008481968799324,0.0032733357682393906,6.359022340357144
1.0,0.5657142857142857,0.3200326530612245,0.18104704373177846,0.1024208990254061,0.057940965734372595,0.0327780320440165,0.018543000984900762,0.01049004055717243,0.005934365800914689,0.0033571555102317385,6.677094467142858
1.0,0.5742857142857143,0.32980408163265307,0.1894017725947522,0.10877073226155769,0.062465477670208845,0.03587303146203422,0.020601369496768225,0.011831072196715467,0.006794415747256597,0.00390193590056736,6.437182505357143
1.0,0.58,0.3364,0.19511199999999998,0.11316495999999998,0.06563567679999999,0.03806869254399999,0.022079841675519993,0.012806308171801596,0.007427658739644925,0.004308042068994057,6.674610307499999
1.0,0.5928571428571429,0.3514795918367347,0.2083771865889213,0.12353790347771762,0.07324032849036116,0.043421051890714116,0.025742480763780513,0.015261613595669875,0.00904795663171857,0.005364145717376009,7.361259018571428
1.0,0.62,0.3844,0.238328,0.14776336,0.0916132832,0.056800235584000006,0.035216146062080005,0.021834010558489603,0.013537086546263554,0.008392993658683403,7.3325583725
1.0,0.6228571428571429,0.3879510204081633,0.24163806413994174,0.15050599423573516,0.09374373355254362,0.058388954041298596,0.03636797708858027,0.022652054300887143,0.01410899382169542,0.008787887580370291,7.621420828571429
1.0,0.6471428571428571,0.4187938775510204,0.2710194664723032,0.17538831187421905,0.11350129325574461,0.07345155120693186,0.047533646709628764,0.030761059942088328,0.019906800219665732,0.012882543570726539,7.208616623928571
1.0,0.65,0.42250000000000004,0.27462500000000006,0.17850625000000006,0.11602906250000004,0.07541889062500003,0.04902227890625002,0.03186448128906252,0.020711912837890638,0.013462743344628915,7.974424235
1.0,0.6542857142857142,0.4280897959183673,0.2800930379008746,0.18326087336942937,0.11990497143314092,0.07845210988054077,0.05133009475041096,0.03358454770812603,0.021973889786173886,0.014377202174382342,8.066813920357143
1.0,0.6585714285714286,0.43371632653061226,0.2856331807580175,0.18810985189920867,0.12388377389362172,0.08158631394994231,0.053730415329890584,0.03538531638154223,0.02330375835984424,0.015347189434125991,8.154626420714285
1.0,0.6628571428571428,0.43937959183673464,0.29124590087463553,0.19305442572261555,0.12796750505041946,0.08482417477627803,0.05622631013741858,0.03727001129108888,0.024704693198664626,0.01637568234882912,7.302337428571429
1.0,0.6671428571428571,0.4450795918367347,0.2969316705539359,0.19809584306955436,0.13215822673354555,0.08816841697795111,0.0588209296124331,0.03924196304143751,0.026179995343359026,0.017465796893355236,7.6295536664285715
1.0,0.6842857142857143,0.4682469387755102,0.3204146909620991,0.2192551956726364,0.15003319818170405,0.10266557418433749,0.07025258576328236,0.04807284082944607,0.032895558224720955,0.022509960556630484,8.297211412857143
1.0,0.6857142857142857,0.4702040816326531,0.3224256559766764,0.22109187838400668,0.15160585946331886,0.10395830363199007,0.07128569391907891,0.04888161868736839,0.0335188242427669,0.022984336623611587,7.907795964642856
1.0,0.6885714285714286,0.474130612244898,0.3264727930029155,0.2247998374677218,0.15479074522777417,0.1065844845711245,0.07339103080468859,0.050534966925514145,0.03479693436871117,0.02396017480816969,7.757407565714287
1.0,0.69,0.4760999999999999,0.32850899999999994,0.22667120999999993,0.15640313489999993,0.10791816308099994,0.07446353252588996,0.05137983744286406,0.0354520878355762,0.024461940606547574,7.876061085
1.0,0.6914285714285714,0.4780734693877551,0.33055365597667635,0.22855424213244477,0.1580289331315761,0.1092657194795469,0.07554944032585814,0.0522370415967362,0.036118183046886174,0.024973143706704153,7.855661931785715
1.0,0.7042857142857143,0.49601836734693877,0.3493386501457726,0.2460342207455227,0.17327838689648956,0.1220374924856705,0.08594926256490794,0.06053283777785659,0.042632412892119,0.030025399365449523,8.348706840357144
1.0,0.7157142857142857,0.5122469387755102,0.3666224518950437,0.2623969262848813,0.1878012286696079,0.13441202223353366,0.09620060448428623,0.06885214692375344,0.049278465155429246,0.035269301489814366,7.978054727142858
1.0,0.7171428571428572,0.5142938775510205,0.3688221807580176,0.26449819248646406,0.18968298946886425,0.1360298010190998,0.09755280015941159,0.0699592938286066,0.0501708078599436,0.03597963649384527,8.192531913928573
1.0,0.7257142857142858,0.526661224489796,0.3822055743440234,0.2773720453810913,0.2012928557908491,0.14608110105964478,0.1060131419118565,0.07693525155889015,0.055833011131308855,0.04051881379243557,8.547817517142857
1.0,0.7328571428571429,0.5370795918367347,0.3936026151603499,0.28845448796751355,0.21139593189619207,0.15492301866106648,0.113536440818753,0.08320599162860041,0.06097810529353145,0.044688240022259476,8.286902726071428
1.0,0.7385714285714285,0.5454877551020407,0.40288167055393576,0.297556890966264,0.2197670180422264,0.16231364046833005,0.11988021731732376,0.08854010336150912,0.06539319062557174,0.04829754221917227,8.939947030714286
1.0,0.7514285714285714,0.5646448979591837,0.42429030903790094,0.318823860791337,0.23957335825177611,0.18002226634347748,0.13527387442381308,0.10164865420989383,0.07638170302057737,0.05739539398403385,8.993639344285713
1.0,0.76,0.5776,0.43897600000000003,0.33362176000000004,0.2535525376,0.19269992857600002,0.14645194571776002,0.11130347874549762,0.08459064384657819,0.06428888932339942,8.8588947375
1.0,0.7628571428571429,0.5819510204081634,0.44394549271137035,0.33866699015410257,0.2583545324889868,0.19708760049874138,0.15034968380903987,0.114695330220039,0.08749615191071547,0.06674706445760295,8.686965781071429
1.0,0.7671428571428571,0.5885081632653061,0.45146983381924194,0.34634185822990415,0.265693682670655,0.2038250108487739,0.15636290117970228,0.11995268276214303,0.09202084377610116,0.07059313301109475,9.091648336428571
1.0,0.7685714285714286,0.5907020408163265,0.4539967113702624,0.3489289010245731,0.26817678393031474,0.20611301393501333,0.15841257356719596,0.12175137797021632,0.09357463049710911,0.07191878743920671,9.075436158214286
1.0,0.77,0.5929,0.456533,0.35153041,0.2706784157,0.20842238008900002,0.16048523266853001,0.12357362915476812,0.09515169444917146,0.07326680472586203,8.782554735000002
1.0,0.7771428571428571,0.6039510204081633,0.46935622157434403,0.36475683505206163,0.283468168954745,0.2202952627305447,0.1712008898934519,0.1330475487171969,0.10339695214593587,0.08035420281055589,9.149224753928571
1.0,0.79,0.6241000000000001,0.4930390000000001,0.3895008100000001,0.3077056399000001,0.24308745552100008,0.19203908986159007,0.15171088099065616,0.11985159598261837,0.09468276082626852,9.079178030000001
1.0,0.7914285714285715,0.6263591836734694,0.4957185539358601,0.39232582697209506,0.3104978687750581,0.24573688471626026,0.1944831916182974,0.15391955450933825,0.12181633314024772,0.0964089265138532,9.446223761785713
1.0,0.8014285714285714,0.6422877551020407,0.5147477580174926,0.41253356035401906,0.33061618194086384,0.2649652543840351,0.2123507252992053,0.17018393841836307,0.1363902706467167,0.10930705976115437,9.420690406785715
1.0,0.81,0.6561000000000001,0.5314410000000002,0.43046721000000016,0.34867844010000015,0.28242953648100017,0.22876792454961015,0.18530201888518424,0.15009463529699923,0.12157665459056939,9.27652887
1.0,0.8185714285714286,0.6700591836734695,0.5484913032069972,0.4489793096251563,0.36752163487887796,0.30084270969371013,0.24626124664927987,0.20158242047148195,0.16500960990022737,0.13507215210404327,9.966529570714284
1.0,0.8342857142857143,0.6960326530612245,0.5806900991253645,0.48446145412744696,0.4041792703006129,0.33720099122222563,0.2813219698196854,0.23470290053528037,0.19580927701800535,0.16336088254073589,9.366396217857144
1.0,0.8414285714285714,0.7080020408163266,0.5957331457725947,0.5012668898000833,0.4217802829889272,0.3548979809721116,0.2986213011322482,0.25126849480984886,0.21142449063285854,0.17789860711821953,10.058592081785715
1.0,0.8442857142857143,0.7128183673469388,0.601822364431487,0.5081100248271554,0.4289900352469269,0.3621901583299054,0.30579197653282014,0.25817579732985246,0.2179741374599183,0.18403245034115961,10.055753835357143
