1,x1,x1^2,x1^3,y
1.0,0.5457142857142857,0.29780408163265304,0.1625159416909621,6.869560789642858
1.0,0.5485714285714286,0.300930612244898,0.16508193586005832,6.618682850714286
1.0,0.55,0.30250000000000005,0.16637500000000005,6.46950251
1.0,0.5528571428571428,0.3056510204081632,0.16898134985422736,6.315812666071428
1.0,0.5585714285714286,0.3120020408163266,0.17427542565597673,7.020121243214286
1.0,0.56,0.31360000000000005,0.17561600000000005,6.8746029774999995
1.0,0.5642857142857143,0.3184183673469388,0.17967893586005831,6.359022340357144
1.0,0.5657142857142857,0.3200326530612245,0.18104704373177846,6.677094467142858
1.0,0.5742857142857143,0.32980408163265307,0.1894017725947522,6.437182505357143
1.0,0.58,0.3364,0.19511199999999998,6.674610307499999
1.0,0.5928571428571429,0.3514795918367347,0.2083771865889213,7.361259018571428
1.0,0.62,0.3844,0.238328,7.3325583725
1.0,0.6228571428571429,0.3879510204081633,0.24163806413994174,7.621420828571429
1.0,0.6471428571428571,0.4187938775510204,0.2710194664723032,7.208616623928571
1.0,0.65,0.42250000000000004,0.27462500000000006,7.974424235
1.0,0.6542857142857142,0.4280897959183673,0.2800930379008746,8.066813920357143
1.0,0.6585714285714286,0.43371632653061226,0.2856331807580175,8.154626420714285
1.0,0.6628571428571428,0.43937959183673464,0.29124590087463553,7.302337428571429
1.0,0.6671428571428571,0.4450795918367347,0.2969316705539359,7.6295536664285715
1.0,0.6842857142857143,0.4682469387755102,0.3204146909620991,8.297211412857143
1.0,0.6857142857142857,0.4702040816326531,0.3224256559766764,7.907795964642856
1.0,0.6885714285714286,0.474130612244898,0.3264727930029155,7.757407565714287
1.0,0.69,0.4760999999999999,0.32850899999999994,7.876061085
1.0,0.6914285714285714,0.4780734693877551,0.33055365597667635,7.855661931785715
1.0,0.7042857142857143,0.49601836734693877,0.3493386501457726,8.348706840357144
1.0,0.7157142857142857,0.5122469387755102,0.3666224518950437,7.978054727142858
1.0,0.7171428571428572,0.5142938775510205,0.3688221807580176,8.192531913928573
1.0,0.7257142857142858,0.526661224489796,0.3822055743440234,8.547817517142857
1.0,0.7328571428571429,0.5370795918367347,0.3936026151603499,8.286902726071428
1.0,0.7385714285714285,0.5454877551020407,0.40288167055393576,8.939947030714286
1.0,0.7514285714285714,0.5646448979591837,0.42429030903790094,8.993639344285713
1.0,0.76,0.5776,0.43897600000000003,8.8588947375
1.0,0.7628571428571429,0.5819510204081634,0.44394549271137035,8.686965781071429
1.0,0.7671428571428571,0.5885081632653061,0.45146983381924194,9.091648336428571
1.0,0.7685714285714286,0.5907020408163265,0.4539967113702624,9.075436158214286
1.0,0.77,0.5929,0.456533,8.782554735000002
1.0,0.7771428571428571,0.6039510204081633,0.46935622157434403,9.149224753928571
1.0,0.79,0.6241000000000001,0.4930390000000001,9.079178030000001
1.0,0.7914285714285715,0.6263591836734694,0.4957185539358601,9.446223761785713
1.0,0.8014285714285714,0.6422877551020407,0.5147477580174926,9.420690406785715
1.0,0.81,0.6561000000000001,0.5314410000000002,9.27652887
1.0,0.8185714285714286,0.6700591836734695,0.5484913032069972,9.966529570714284
1.0,0.8342857142857143,0.6960326530612245,0.5806900991253645,9.366396217857144
1.0,0.8414285714285714,0.7080020408163266,0.5957331457725947,10.058592081785715
1.0,0.8442857142857143,0.7128183673469388,0.601822364431487,10.055753835357143
1.0,0.8514285714285714,0.724930612244898,0.6172266355685131,10.130045689285714
1.0,0.8557142857142858,0.7322469387755103,0.6265941661807581,10.086402122142857
1.0,0.8614285714285714,0.7420591836734693,0.6392309825072886,10.217840774285715
1.0,0.8671428571428571,0.7519367346938775,0.6520365685131194,10.048226161428572
1.0,0.87,0.7569,0.6585030000000001,10.060608315
1.0,0.8728571428571429,0.7618795918367347,0.6650120437317785,10.030690131071427
1.0,0.8842857142857142,0.7819612244897958,0.6914771399416908,10.208443740357144
1.0,0.8857142857142857,0.7844897959183673,0.6948338192419824,10.482665619642857
1.0,0.8914285714285715,0.7946448979591837,0.7083691661807581,10.680433686785715
1.0,0.8928571428571429,0.7971938775510204,0.7117802478134112,10.784794653571428
1.0,0.9014285714285715,0.8125734693877552,0.7324769416909622,10.645736114285715
1.0,0.9157142857142857,0.8385326530612245,0.7678563294460641,10.604099142142857
1.0,0.92,0.8464,0.778688,10.5136674375
1.0,0.9228571428571428,0.851665306122449,0.7859654110787171,10.713255486071429
1.0,0.9242857142857143,0.854304081632653,0.7896210583090378,10.805083355357143
1.0,0.9257142857142857,0.8569469387755102,0.7932880233236151,10.738923389642858
1.0,0.9442857142857143,0.8916755102040816,0.8419964460641399,10.974696240357144
1.0,0.9457142857142857,0.8943755102040817,0.845823696793003,11.480374372142856
1.0,0.9485714285714286,0.8997877551020409,0.8535129562682217,10.962996838214286
1.0,0.9557142857142857,0.9133897959183674,0.8729396763848397,11.463662977142857
1.0,0.9671428571428572,0.9353653061224491,0.9046318746355686,11.84909644892857
1.0,0.9828571428571429,0.9660081632653061,0.9494480233236152,12.21728914357143
1.0,0.99,0.9801,0.9702989999999999,12.0940583225
1.0,0.9928571428571429,0.9857653061224491,0.9787241253644315,11.906255318571429
